,profit
415,0.108259871
416,0.309004951
417,0.073189387
418,0.765929276
419,0.370621079
420,0.296211635
421,0.206491825
422,0.602211577
423,0.231048823
424,0.446157597
425,0.514332109
426,0.458649123
427,0.724398561
428,0.840410625
429,0.440488453
430,0.781217052
431,0.306860282
432,0.44867826
433,0.281686084
434,0.862403001
435,0.15320952
436,0.823503434
437,0.621523754
438,0.189098507
439,0.369188411
440,0.202716828
441,0.794186161
442,0.987263415
443,0.119449737
444,0.137325247
445,0.496510938
446,0.439465631
447,0.356896908
448,0.139827567
449,0.643289
450,0.187522346
451,0.764717298
452,0.112932491
453,0.154642025
454,0.257299346
455,0.897541575
456,0.040200485
457,0.715633353
458,0.827181733
459,0.978652945
460,0.244871589
461,0.873916242
462,0.306378912
463,0.691444529
464,0.584187105
465,0.486241776
466,0.372446685
467,0.665496734
468,0.019667673
469,0.631148665
470,0.820587401
471,0.212728595
472,0.401329614
473,0.751763969
474,0.855802672
475,0.358570136
476,0.690833194
477,0.19515694
478,0.955899216
479,0.34248877
480,0.201712592
481,0.811544921
482,0.529017857
483,0.418289763
484,0.27500732
485,0.24188687
486,0.551677875
487,0.53421237
488,0.238471255
489,0.667079191
490,0.977741161
491,0.693267378
492,0.068558963
493,0.13564293
494,0.430654595
495,0.437824695
496,0.409070405
497,0.707455285
498,0.202330643
499,0.978593371
500,0.926933194
501,0.601018142
502,0.286668001
503,0.45635037
504,0.710786966
505,0.580228673
506,0.679352962
507,0.719547164
508,0.708583245
509,0.130116828
510,0.376656062
511,0.03905437
512,0.489256983
513,0.796733984
514,0.100900506
515,0.677141952
516,0.685794763
517,0.933240447
518,0.909563936
519,0.900551496
520,0.598073797
521,0.432086314
522,0.511858625
523,0.901034536
524,0.30265301
525,0.008566582
526,0.310006673
527,0.458265108
528,0.070769951
529,0.036481082
530,0.874742746
531,0.044886506
532,0.530702125
533,0.259697801
534,0.566561191
535,0.001937242
536,0.97039155
537,0.251538329
538,0.400198541
539,0.943236446
540,0.77293256
541,0.93289337
542,0.228909869
543,0.629564602
544,0.693680569
545,0.359668934
546,0.80520644
547,0.077557971
548,0.851595796
549,0.442952967
550,0.510709231
551,0.071064175
552,0.774592579
553,0.374593048
554,0.711936159
555,0.443329761
556,0.916355495
557,0.990672813
558,0.571239959
559,0.084549226
560,0.935256449
561,0.728657527
562,0.826940044
563,0.039203461
564,0.758742044
565,0.48179951
566,0.065203628
567,0.402584788
568,0.843740964
569,0.360215259
570,0.8325188
571,0.675133906
572,0.141859607
573,0.159659288
574,0.428811194
575,0.926672494
576,0.135832032
577,0.39862743
578,0.960225751
579,0.484118909
580,0.602997561
581,0.459499498
582,0.222609685
583,0.023479313
584,0.045945955
585,0.76551082
586,0.216157652
587,0.073647722
588,0.854929102
589,0.700866759
590,0.871916612
591,0.479751214
592,0.802437614
593,0.547970648
594,0.307513944
595,0.386332424
596,0.734051249
597,0.15998909
598,0.328583761
599,0.532874395
600,0.640918671
601,0.128743347
602,0.838342435
603,0.996123731
604,0.222009078
605,0.648120497
606,0.190277797
607,0.64721484
608,0.980353249
609,0.007301622
610,0.893377443
611,0.850653557
612,0.588348445
613,0.216022639
614,0.281592534
615,0.39319208
616,0.553372279
617,0.974515435
618,0.660564461
619,0.419864118
620,0.620126538
621,0.729201524
622,0.722830423
623,0.108752725
624,0.608038166
625,0.841928844
626,0.802122247
627,0.578393151
628,0.045455191
629,0.241369311
630,0.095143571
631,0.736266961
632,0.919263455
633,0.044041405
634,0.645381259
635,0.475157093
636,0.468623401
637,0.974065031
638,0.679555051
639,0.744907754
640,0.137495231
641,0.663807005
642,0.97453775
643,0.442703415
644,0.053538635
645,0.449183998
646,0.549148087
647,0.214889503
648,0.747201638
649,0.323211224
650,0.728799445
651,0.63191167
652,0.559957319
653,0.424113543
654,0.84719582
655,0.016638629
656,0.555658067
657,0.57399443
658,0.076683798
659,0.469303167
660,0.772321926
661,0.979264778
662,0.474016118
663,0.86944671
664,0.338157131
665,0.819996734
666,0.497589585
667,0.8614493
668,0.639329718
669,0.475497222
670,0.399488777
671,0.314520183
672,0.310500102
673,0.488869189
674,0.394886009
675,0.408898497
676,0.515192724
677,0.782560179
678,0.716098557
679,0.840126833
680,0.765030422
681,0.858746747
682,0.343036369
683,0.020783297
684,0.477622773
685,0.847359245
686,0.697673654
687,0.112852601
688,0.736444443
689,0.01198462
690,0.74408975
691,0.385855286
692,0.319344328
693,0.798485833
694,0.593967022
695,0.942183513
696,0.611245451
697,0.062376499
698,0.195112618
699,0.684382045
700,0.920445593
701,0.759066327
702,0.08261101
703,0.387511319
704,0.802728752
705,0.66386727
706,0.628641524
707,0.856685544
708,0.675897147
709,0.597658989
710,0.319136266
711,0.358629762
712,0.816303793
713,0.366317244
714,0.072131176
715,0.600302058
716,0.758110103
717,0.7268031
718,0.399529374
719,0.740530029
720,0.047099964
721,0.788849129
722,0.047195493
723,0.104336791
724,0.231808865
725,0.186700842
726,0.521221452
727,0.386722782
728,0.732918458
729,0.256564692
730,0.900254993
731,0.827428628
732,0.015493353
733,0.523422139
734,0.918725131
735,0.899486257
736,0.407847524
737,0.349723838
738,0.564103917
739,0.566029843
740,0.781482616
741,0.980423493
742,0.310135837
743,0.668742429
744,0.783172139
745,0.147969102
746,0.281022673
747,0.648830269
748,0.357841495
749,0.898825607
750,0.04580129
751,0.844924161
752,0.005384206
753,0.939647941
754,0.304926004
755,0.373690066
756,0.756574571
757,0.815755545
758,0.731973937
759,0.36498976
760,0.559500134
761,0.113369214
762,0.048516219
763,0.873847396
764,0.361129968
765,0.489591196
766,0.185695169
767,0.613155521
768,0.078893574
769,0.63920383
770,0.427792234
771,0.11094162
772,0.119299215
773,0.916327175
774,0.956578805
775,0.095749193
776,0.017553979
777,0.332398017
778,0.671839435
779,0.348874149
780,0.701838121
781,0.212004822
782,0.160351559
783,0.202746219
784,0.69277363
785,0.501279253
786,0.851423399
787,0.172657673
788,0.163650416
789,0.77659169
790,0.93009251
791,0.576752356
792,0.252803305
793,0.660914146
794,0.974841573
795,0.770732947
796,0.877321765
797,0.425684944
798,0.690616358
799,0.339646093
800,0.065999003
801,0.385403971
802,0.098899888
803,0.858434695
804,0.002738775
805,0.445868251
806,0.680395529
807,0.673161484
808,0.506735795
809,0.759412159
810,0.490939899
811,0.315628909
812,0.536225008
813,0.445043124
814,0.350327715
815,0.658712694
816,0.313001538
817,0.475813271
818,0.720521083
819,0.546485204
820,0.897019062
821,0.451186087
822,0.295217534
823,0.714661901
824,0.982651884
825,0.996607886
826,0.688933852
827,0.696212844
828,0.191026419
829,0.093156914
830,0.131558745
831,0.86893111
832,0.316570449
833,0.381404346
834,0.573079896
835,0.203865452
836,0.760843623
837,0.503068843
838,0.159797254
839,0.896631452
840,0.694710314
841,0.163848338
842,0.136541617
843,0.015146535
844,0.643482628
845,0.586876063
846,0.232399046
847,0.686404963
848,0.739608652
849,0.664700361
850,0.679803611
851,0.703880746
852,0.618626766
853,0.073984125
854,0.083331112
855,0.931817561
856,0.663309018
857,0.082256182
858,0.216264275
859,0.62172593
860,0.284659463
861,0.285254453
862,0.067342281
863,0.756863759
864,0.119017001
865,0.385975668
866,0.646348521
867,0.831787339
868,0.773211745
869,0.932785898
870,0.985202131
871,0.430588827
872,0.206697148
873,0.320156032
874,0.199177648
875,0.580002833
876,0.750551927
877,0.691485958
878,0.008265921
879,0.739902266
880,0.694076777
881,0.826962318
882,0.213433238
883,0.993841559
884,0.070896883
885,0.05279724
886,0.921716096
887,0.750018037
888,0.581980055
889,0.621712513
890,0.098168305
891,0.679319889
892,0.175655016
893,0.075570693
894,0.902520353
895,0.765204923
896,0.436725599
897,0.081936251
898,0.227120664
899,0.036178009
900,0.733273144
901,0.311878877
902,0.514185778
903,0.9234897
904,0.041821953
905,0.225105343
906,0.449889576
907,0.354905428
908,0.905730941
909,0.874112397
910,0.562277481
911,0.157062504
912,0.444582135
913,0.817472561
914,0.317183504
915,0.117185059
916,0.097728783
917,0.443285727
918,0.584135983
919,0.745194515
920,0.576776532
921,0.366324475
922,0.473706617
923,0.058682146
924,0.199063096
925,0.390251406
926,0.554374023
927,0.36220128
928,0.705889365
929,0.771075375
930,0.011880397
931,0.379978491
932,0.89600693
933,0.623508872
934,0.59560429
935,0.368777458
936,0.917257491
937,0.579733594
938,0.494580429
939,0.541099142
940,0.851953496
941,0.039449368
942,0.317697565
943,0.689420296
944,0.574125239
945,0.893799816
946,0.59694506
947,0.454561818
948,0.842616941
949,0.175834939
950,0.244950939
951,0.424104773
952,0.607161764
953,0.170936724
954,0.104517823
955,0.630614183
956,0.802323638
957,0.764150824
958,0.887543294
959,0.163861944
960,0.352367562
961,0.020491837
962,0.168358292
963,0.309506133
964,0.399739373
965,0.277060085
966,0.28910977
967,0.642819083
968,0.632503177
969,0.836902284
970,0.561108845
971,0.744614987
972,0.336622347
973,0.9538965
974,0.887373548
975,0.107253905
976,0.395942752
977,0.581262609
978,0.903325471
979,0.850759121
980,0.595088856
981,0.339840062
982,0.246328981
983,0.491880663
984,0.601257673
985,0.596035627
986,0.010610604
987,0.260233465
988,0.57779717
989,0.552406738
990,0.459810775
991,0.653991893
992,0.848602189
993,0.193421796
994,0.334707809
995,0.862823718
996,0.166369123
997,0.804355978
998,0.544715057
999,0.3616543
1000,0.690516756
1001,0.826459629
1002,0.668400609
1003,0.088110544
1004,0.239574782
1005,0.920302305
1006,0.034379627
1007,0.728291251
1008,0.405896748
1009,0.723493644
1010,0.584673415
1011,0.639910002
1012,0.664977745
1013,0.574319924
1014,0.335427892
1015,0.458534577
1016,0.092935488
1017,0.501033674
1018,0.585901925
1019,0.038526426
1020,0.263483989
1021,0.066579488
1022,0.150254854
1023,0.879149185
1024,0.050900941
1025,0.577504143
1026,0.670783679
1027,0.279088296
1028,0.976284613
1029,0.057420817
1030,0.078580243
1031,0.300614532
1032,0.404993095
1033,0.461529718
1034,0.552547898
1035,0.065513361
1036,0.567307634
1037,0.367702362
1038,0.174200719
1039,0.274887911
1040,0.874836468
1041,0.015624488
1042,0.487336759
1043,0.784513319
1044,0.967379428
1045,0.254399002
1046,0.925684703
1047,0.072546717
1048,0.985626391
1049,0.50533314
1050,0.759518659
1051,0.372595122
1052,0.590481011
1053,0.509664054
1054,0.885658709
1055,0.566696627
1056,0.786340879
1057,0.171727986
1058,0.426847335
1059,0.606906644
1060,0.097056042
1061,0.113548506
1062,0.798582223
1063,0.018918162
1064,0.960516587
1065,0.698911002
1066,0.839568288
1067,0.812652545
1068,0.61574668
1069,0.742121151
1070,0.960169786
1071,0.850569724
1072,0.901011626
1073,0.858066478
1074,0.067988113
1075,0.995104258
1076,0.171207769
1077,0.907375803
1078,0.676149215
1079,0.548784924
1080,0.609277128
1081,0.529159985
1082,0.76720019
1083,0.844680158
1084,0.619964165
1085,0.539585664
1086,0.098578473
1087,0.862606849
1088,0.526460362
1089,0.482459324
1090,0.237939576
1091,0.825797271
1092,0.012957894
1093,0.233119192
1094,0.785557504
1095,0.6052746
1096,0.369171468
1097,0.94438556
1098,0.983733092
1099,0.230214023
1100,0.679483712
1101,0.519680487
1102,0.07072004
1103,0.698091636
1104,0.988112011
1105,0.084821384
1106,0.941988646
1107,0.829207933
1108,0.546295405
1109,0.499357558
1110,0.351750996
1111,0.078564236
1112,0.102919034
1113,0.138525579
1114,0.980526846
1115,0.212781721
1116,0.502480826
1117,0.588401681
1118,0.264206288
1119,0.486547292
1120,0.0136902
1121,0.489339722
1122,0.601732745
1123,0.593282656
1124,0.113456959
1125,0.700961687
1126,0.826267568
1127,0.137679775
1128,0.774922358
1129,0.80910864
1130,0.380477397
1131,0.417586037
1132,0.226418415
1133,0.547458364
1134,0.857420627
1135,0.002463611
1136,0.046066617
1137,0.978314526
1138,0.054801494
1139,0.759916207
1140,0.038230491
1141,0.388842893
1142,0.42002349
1143,0.702612039
1144,0.078811617
1145,0.915895734
1146,0.004126643
1147,0.904511521
1148,0.859502557
1149,0.895920349
1150,0.808351416
1151,0.746181847
1152,0.80057988
1153,0.902712877
1154,0.732826031
1155,0.464329622
1156,0.850557281
1157,0.576220261
1158,0.524135801
1159,0.312205146
1160,0.14524585
1161,0.008247161
1162,0.892287185
1163,0.781495983
1164,0.414097537
1165,0.875325644
1166,0.711055063
1167,0.84267582
1168,0.119599371
1169,0.353553284
1170,0.256271824
1171,0.122104047
1172,0.425134837
1173,0.400634691
1174,0.210733886
1175,0.55199994
1176,0.37016019
1177,0.664160965
1178,0.919586626
1179,0.895110616
1180,0.8563936
1181,0.997759092
1182,0.053556442
1183,0.85145882
1184,0.344711706
1185,0.944737206
1186,0.18678022
1187,0.398012184
1188,0.735837264
1189,0.840338158
1190,0.473296922
1191,0.918074211
1192,0.910134161
1193,0.020366387
1194,0.380829646
1195,0.093230486
1196,0.152833761
1197,0.463571317
1198,0.369165503
1199,0.308201132
1200,0.818947181
1201,0.718935405
1202,0.662727523
1203,0.895991003
1204,0.031107374
1205,0.914137901
1206,0.96662441
1207,0.498943475
1208,0.896474365
1209,0.763737098
1210,0.133683453
1211,0.697635497
1212,0.872243838
1213,0.539610816
1214,0.154900759
1215,0.264161004
1216,0.016033811
1217,0.084785078
1218,0.163266742
1219,0.576432539
1220,0.969924897
1221,0.131929587
1222,0.392424415
1223,0.403151545
1224,0.340899291
1225,0.897644156
1226,0.399361092
1227,0.085265728
1228,0.806886247
1229,0.803719766
1230,0.515963069
1231,0.679897049
1232,0.576683397
1233,0.342916208
1234,0.938157495
1235,0.2731416
1236,0.771735552
1237,0.552031447
1238,0.251110119
1239,0.737572108
1240,0.669670874
1241,0.132494227
1242,0.995283353
1243,0.699883858
1244,0.342246934
1245,0.371407128
1246,0.502639
1247,0.247175993
1248,0.649456394
1249,0.853718501
1250,0.307925039
1251,0.60322352
1252,0.354922028
1253,0.724569692
1254,0.253020559
1255,0.157087239
1256,0.199240811
1257,0.093363459
1258,0.024837472
1259,0.425335939
1260,0.213674333
1261,0.164111956
1262,0.430891529
1263,0.535510726
1264,0.307597134
1265,0.844865013
1266,0.027551032
1267,0.851976723
1268,0.316468426
1269,0.283828387
1270,0.440255474
1271,0.91225612
1272,0.587987898
1273,0.83588485
1274,0.373001817
1275,0.117930117
1276,0.358875823
1277,0.048242234
1278,0.232494126
1279,0.809035793
1280,0.140609016
1281,0.401712211
1282,0.634396018
1283,0.429285536
1284,0.9913624
1285,0.666011471
1286,0.200336762
1287,0.785439645
1288,0.058461617
1289,0.249002017
1290,0.181765712
1291,0.462311288
1292,0.524781074
1293,0.326109702
1294,0.227887022
1295,0.151284666
1296,0.255781684
1297,0.346253959
1298,0.846379986
1299,0.983281012
1300,0.273856686
1301,0.414774489
1302,0.046386301
1303,0.755984321
1304,0.621722096
1305,0.32818973
1306,0.936979776
1307,0.483001339
1308,0.575126277
1309,0.37835668
1310,0.78046085
1311,0.167586321
1312,0.461307066
1313,0.416131589
1314,0.355150569
1315,0.576254112
1316,0.692190964
1317,0.165170246
1318,0.974163686
1319,0.473191342
1320,0.421516842
1321,0.612379705
1322,0.445103672
1323,0.938616588
1324,0.605816195
1325,0.927227173
1326,0.912553433
1327,0.70087484
1328,0.759584315
1329,0.854755166
1330,0.453959006
1331,0.783895441
1332,0.83574139
1333,0.902401974
1334,0.618945917
1335,0.829255487
1336,0.913515327
1337,0.613406913
1338,0.174419556
1339,0.472424652
1340,0.010937514
1341,0.30798758
1342,0.873823978
1343,0.257961846
1344,0.397637913
1345,0.130570105
1346,0.848161352
1347,0.685141966
1348,0.889252741
1349,0.75180921
1350,0.353686927
1351,0.81544969
1352,0.15323394
1353,0.259691591
1354,0.78337632
1355,0.369929533
1356,0.063841324
1357,0.737963253
1358,0.86407007
1359,0.255343801
1360,0.628369869
1361,0.264768346
1362,0.065161507
1363,0.667047583
1364,0.853192726
1365,0.307239118
1366,0.076523701
1367,0.623649268
1368,0.124742555
1369,0.1109271
1370,0.553494006
1371,0.075794967
1372,0.347385791
1373,0.802992504
1374,0.471634245
1375,0.609399978
1376,0.148487583
1377,0.231338628
1378,0.926422362
1379,0.040341546
1380,0.125827876
1381,0.033335791
1382,0.701942999
1383,0.825879729
1384,0.533672679
1385,0.226552471
1386,0.273294968
1387,0.902869179
1388,0.387711306
1389,0.809571504
1390,0.40394736
1391,0.706949802
1392,0.575849645
1393,0.943322298
1394,0.603568071
1395,0.510943946
1396,0.698314732
1397,0.14077945
1398,0.368266314
1399,0.601961093
1400,0.944562691
1401,0.536486187
1402,0.931731085
1403,0.260466941
1404,0.290800986
1405,0.760355703
1406,0.176010327
1407,0.629767841
1408,0.983467702
1409,0.569958932
1410,0.704532557
1411,0.248622467
1412,0.610404416
1413,0.843168056
1414,0.083236215
1415,0.172131836
1416,0.250888174
1417,0.584480846
1418,0.760198476
1419,0.170081835
1420,0.88008753
1421,0.161453432
1422,0.738500305
1423,0.149487348
1424,0.618702683
1425,0.691848143
1426,0.912614959
1427,0.19925899
1428,0.817911273
1429,0.827225456
1430,0.840067476
1431,0.804338429
1432,0.796894873
1433,0.380391946
1434,0.449396078
1435,0.862946224
1436,0.665135848
1437,0.638963836
1438,0.765276224
1439,0.000920638
1440,0.512836768
1441,0.132259931
1442,0.210022395
1443,0.205216439
1444,0.498428989
1445,0.881697605
1446,0.946400568
1447,0.214931752
1448,0.416596612
1449,0.089505939
1450,0.541917251
1451,0.895421041
1452,0.978314813
1453,0.022180935
1454,0.095802242
1455,0.721163069
1456,0.770544351
1457,0.414631082
1458,0.050192548
1459,0.482179327
1460,0.135480062
1461,0.426418007
1462,0.805180229
1463,0.582662481
1464,0.607502056
1465,0.756114266
1466,0.210484442
1467,0.944973164
1468,0.188606529
1469,0.063673955
1470,0.341780269
1471,0.928622368
1472,0.207823873
1473,0.991284192
1474,0.743429803
1475,0.265852769
1476,0.492867098
1477,0.164408682
1478,0.6166183
1479,0.185063154
1480,0.129595518
1481,0.25322954
1482,0.59301727
1483,0.958165581
1484,0.970078315
1485,0.975636933
1486,0.974648879
1487,0.042112873
1488,0.44640577
1489,0.92035008
1490,0.944368722
1491,0.956613285
1492,0.613620904
1493,0.472299445
1494,0.223862853
1495,0.400753878
1496,0.000481487
1497,0.807112864
1498,0.499682358
1499,0.979309206
1500,0.843473269
1501,0.187452891
1502,0.157419234
1503,0.764453695
1504,0.235252224
1505,0.215523024
1506,0.964705718
1507,0.681160008
1508,0.035362307
1509,0.858027483
1510,0.431322213
1511,0.537731554
1512,0.805467527
1513,0.090499537
1514,0.675025435
1515,0.854169224
1516,0.561414679
1517,0.326795575
1518,0.587184583
1519,0.373438267
1520,0.175827119
1521,0.300986625
1522,0.094875203
1523,0.27451371
1524,0.861567776
1525,0.451166025
1526,0.699534123
1527,0.409699184
1528,0.908602431
1529,0.525304981
1530,0.444362883
1531,0.961442128
1532,0.16393746
1533,0.987234819
1534,0.708581117
1535,0.350033157
1536,0.204580008
1537,0.517116277
1538,0.383648568
1539,0.447048505
1540,0.866080905
1541,0.336384689
1542,0.302892251
1543,0.528591952
1544,0.6143716
1545,0.890753762
1546,0.77384267
1547,0.92948673
1548,0.872418116
1549,0.549449404
1550,0.81133115
1551,0.546028992
1552,0.228822874
1553,0.928018935
1554,0.842129225
1555,0.064043036
1556,0.115537246
1557,0.183159072
1558,0.851578324
1559,0.575758918
1560,0.262403983
1561,0.946088206
1562,0.874969505
1563,0.513737098
1564,0.02769091
1565,0.20847173
1566,0.359094963
1567,0.082690485
1568,0.444812991
1569,0.764205581
1570,0.888969035
1571,0.960064964
1572,0.656029437
1573,0.935859951
1574,0.886728849
1575,0.183858591
1576,0.559004031
1577,0.401844603
1578,0.396267912
1579,0.727721563
1580,0.400347991
1581,0.899904147
1582,0.082836295
1583,0.710824968
1584,0.112311597
1585,0.991249123
1586,0.425442417
1587,0.198424657
1588,0.877635505
1589,0.379997113
1590,0.391296224
1591,0.229783236
1592,0.642823853
1593,0.550522592
1594,0.501059037
1595,0.145974929
1596,0.125663891
1597,0.830450623
1598,0.016817141
1599,0.5054514
1600,0.441996094
1601,0.236996986
1602,0.045640839
1603,0.493125457
1604,0.905492227
1605,0.451288295
1606,0.907349545
1607,0.778586123
1608,0.718154158
1609,0.592042258
1610,0.239186196
1611,0.542959228
1612,0.490146214
1613,0.087103472
1614,0.564765325
1615,0.472049122
1616,0.905972
1617,0.850836162
1618,0.411240019
1619,0.687907202
1620,0.675026804
1621,0.132122177
1622,0.553137507
1623,0.642565616
1624,0.653503842
1625,0.310427545
1626,0.813984019
1627,0.799483793
1628,0.539745939
1629,0.687938512
1630,0.287325088
1631,0.798079017
1632,0.4549442
1633,0.326539103
1634,0.128475321
1635,0.480404189
1636,0.225927249
1637,0.000835397
1638,0.912856877
1639,0.496641408
1640,0.309780475
1641,0.744085754
1642,0.396536547
1643,0.894042878
1644,0.06088138
1645,0.599389425
1646,0.355878015
1647,0.612191173
1648,0.50781499
1649,0.892589724
1650,0.591892064
1651,0.934882848
1652,0.468639557
1653,0.947201278
1654,0.11123639
1655,0.656106847
1656,0.605033048
1657,0.828712752
1658,0.966169102
1659,0.138021523
1660,0.888321712
1661,0.915639953
1662,0.779210272
1663,0.143984093
1664,0.931686549
1665,0.333375603
1666,0.949653922
